target_type,scale_k,wind_capacity_MW,pv_capacity_MW,annual_NH3_t,annual_load_shed_MWh,annual_curtail_MWh,annual_curtailment_ratio,annual_unit_cost_yuan_per_t,annual_plant_utilization,feasible
full_production_autonomy,23.86,954.4,1527.04,25887.335075,0.0,3708470.388,0.907063,23248.928648,0.99874,0
full_production_autonomy,23.88,955.2,1528.32,25887.464501,0.0,3711895.62,0.90714,23266.871714,0.998745,0
full_production_autonomy,23.9,956.0,1529.6,25887.593928,0.0,3715320.852,0.907218,23284.814601,0.99875,0
full_production_autonomy,23.92,956.8,1530.88,25887.723354,0.0,3718746.084,0.907295,23302.757309,0.998755,0
full_production_autonomy,23.94,957.6,1532.16,25887.852781,0.0,3722171.316,0.907372,23320.699837,0.99876,0
full_production_autonomy,23.96,958.4,1533.44,25887.982207,0.0,3725596.548,0.907449,23338.642185,0.998765,0
full_production_autonomy,23.98,959.2,1534.72,25888.111634,0.0,3729021.78,0.907525,23356.584355,0.99877,0
full_production_autonomy,24.0,960.0,1536.0,25888.24106,0.0,3732447.012,0.907602,23374.526344,0.998775,0
full_production_autonomy,24.02,960.8,1537.28,25888.370487,0.0,3735872.244,0.907679,23392.468155,0.99878,0
full_production_autonomy,24.04,961.6,1538.56,25888.499913,0.0,3739297.476,0.907755,23410.409786,0.998785,0
full_production_autonomy,24.06,962.4,1539.84,25888.62934,0.0,3742722.708,0.907831,23428.351238,0.99879,0
full_production_autonomy,24.08,963.2,1541.12,25888.758766,0.0,3746147.94,0.907907,23446.29251,0.998795,0
full_production_autonomy,24.1,964.0,1542.4,25888.888193,0.0,3749573.172,0.907983,23464.233603,0.9988,0
full_production_autonomy,24.12,964.8,1543.68,25889.017619,0.0,3752998.404,0.908059,23482.174516,0.998805,0
full_production_autonomy,24.14,965.6,1544.96,25889.147046,0.0,3756423.636,0.908135,23500.115251,0.99881,0
full_production_autonomy,24.16,966.4,1546.24,25889.276472,0.0,3759848.868,0.90821,23518.055805,0.998815,0
full_production_autonomy,24.18,967.2,1547.52,25889.405899,0.0,3763274.1,0.908286,23535.996181,0.99882,0
full_production_autonomy,24.2,968.0,1548.8,25889.535325,0.0,3766699.332,0.908361,23553.936377,0.998825,0
full_production_autonomy,24.22,968.8,1550.08,25889.664752,0.0,3770124.564,0.908437,23571.876393,0.99883,0
full_production_autonomy,24.24,969.6,1551.36,25889.794178,0.0,3773549.796,0.908512,23589.816231,0.998835,0
full_production_autonomy,24.26,970.4,1552.64,25889.923605,0.0,3776975.028,0.908587,23607.755889,0.99884,0
full_production_autonomy,24.28,971.2,1553.92,25890.053031,0.0,3780400.26,0.908662,23625.695367,0.998845,0
full_production_autonomy,24.3,972.0,1555.2,25890.182458,0.0,3783825.492,0.908736,23643.634666,0.99885,0
full_production_autonomy,24.32,972.8,1556.48,25890.311884,0.0,3787250.724,0.908811,23661.573786,0.998855,0
full_production_autonomy,24.34,973.6,1557.76,25890.441311,0.0,3790675.956,0.908885,23679.512727,0.99886,0
full_production_autonomy,24.36,974.4,1559.04,25890.570737,0.0,3794101.188,0.90896,23697.451488,0.998865,0
full_production_autonomy,24.38,975.2,1560.32,25890.700164,0.0,3797526.42,0.909034,23715.39007,0.99887,0
full_production_autonomy,24.4,976.0,1561.6,25890.82959,0.0,3800951.652,0.909108,23733.328472,0.998875,0
full_production_autonomy,24.42,976.8,1562.88,25890.959017,0.0,3804376.884,0.909182,23751.266695,0.99888,0
full_production_autonomy,24.44,977.6,1564.16,25891.088443,0.0,3807802.116,0.909256,23769.204739,0.998885,0
full_production_autonomy,24.46,978.4,1565.44,25891.21787,0.0,3811227.348,0.90933,23787.142603,0.99889,0
full_production_autonomy,24.48,979.2,1566.72,25891.347296,0.0,3814652.58,0.909404,23805.080288,0.998895,0
full_production_autonomy,24.5,980.0,1568.0,25891.476723,0.0,3818077.812,0.909477,23823.017794,0.9989,0
full_production_autonomy,24.52,980.8,1569.28,25891.606149,0.0,3821503.044,0.90955,23840.95512,0.998905,0
full_production_autonomy,24.54,981.6,1570.56,25891.735576,0.0,3824928.276,0.909624,23858.892267,0.99891,0
full_production_autonomy,24.56,982.4,1571.84,25891.865002,0.0,3828353.508,0.909697,23876.829235,0.998915,0
full_production_autonomy,24.58,983.2,1573.12,25891.994429,0.0,3831778.74,0.90977,23894.766024,0.99892,0
full_production_autonomy,24.6,984.0,1574.4,25892.123855,0.0,3835203.972,0.909843,23912.702633,0.998925,0
full_production_autonomy,24.62,984.8,1575.68,25892.253282,0.0,3838629.204,0.909916,23930.639062,0.99893,0
full_production_autonomy,24.64,985.6,1576.96,25892.382708,0.0,3842054.436,0.909988,23948.575313,0.998935,0
full_production_autonomy,24.66,986.4,1578.24,25892.512135,0.0,3845479.668,0.910061,23966.511384,0.99894,0
full_production_autonomy,24.68,987.2,1579.52,25892.641561,0.0,3848904.9,0.910133,23984.447276,0.998945,0
full_production_autonomy,24.7,988.0,1580.8,25892.770988,0.0,3852330.132,0.910206,24002.382988,0.998949,0
full_production_autonomy,24.72,988.8,1582.08,25892.900414,0.0,3855755.364,0.910278,24020.318522,0.998954,0
full_production_autonomy,24.74,989.6,1583.36,25893.029841,0.0,3859180.596,0.91035,24038.253876,0.998959,0
full_production_autonomy,24.76,990.4,1584.64,25893.159267,0.0,3862605.828,0.910422,24056.18905,0.998964,0
full_production_autonomy,24.78,991.2,1585.92,25893.288694,0.0,3866031.06,0.910494,24074.124046,0.998969,0
full_production_autonomy,24.8,992.0,1587.2,25893.41812,0.0,3869456.292,0.910566,24092.058862,0.998974,0
full_production_autonomy,24.82,992.8,1588.48,25893.547547,0.0,3872881.524,0.910637,24109.993498,0.998979,0
full_production_autonomy,24.84,993.6,1589.76,25893.676973,0.0,3876306.756,0.910709,24127.927956,0.998984,0
full_production_autonomy,24.86,994.4,1591.04,25893.8064,0.0,3879731.988,0.91078,24145.862234,0.998989,0
full_production_autonomy,24.88,995.2,1592.32,25893.935827,0.0,3883157.22,0.910852,24163.796333,0.998994,0
full_production_autonomy,24.9,996.0,1593.6,25894.065253,0.0,3886582.452,0.910923,24181.730252,0.998999,0
full_production_autonomy,24.92,996.8,1594.88,25894.19468,0.0,3890007.684,0.910994,24199.663993,0.999004,0
full_production_autonomy,24.94,997.6,1596.16,25894.324106,0.0,3893432.916,0.911065,24217.597554,0.999009,0
full_production_autonomy,24.96,998.4,1597.44,25894.453533,0.0,3896858.148,0.911136,24235.530936,0.999014,0
full_production_autonomy,24.98,999.2,1598.72,25894.582959,0.0,3900283.38,0.911206,24253.464138,0.999019,0
full_production_autonomy,25.0,1000.0,1600.0,25894.712386,0.0,3903708.612,0.911277,24271.397161,0.999024,0
full_production_autonomy,25.02,1000.8,1601.28,25894.841812,0.0,3907133.844,0.911348,24289.330005,0.999029,0
full_production_autonomy,25.04,1001.6,1602.56,25894.971239,0.0,3910559.076,0.911418,24307.26267,0.999034,0
full_production_autonomy,25.06,1002.4,1603.84,25895.100665,0.0,3913984.308,0.911488,24325.195156,0.999039,0
full_production_autonomy,25.08,1003.2,1605.12,25895.230092,0.0,3917409.54,0.911558,24343.127462,0.999044,0
full_production_autonomy,25.1,1004.0,1606.4,25895.359518,0.0,3920834.772,0.911628,24361.059589,0.999049,0
full_production_autonomy,25.12,1004.8,1607.68,25895.488945,0.0,3924260.004,0.911698,24378.991536,0.999054,0
full_production_autonomy,25.14,1005.6,1608.96,25895.618371,0.0,3927685.236,0.911768,24396.923305,0.999059,0
full_production_autonomy,25.16,1006.4,1610.24,25895.747798,0.0,3931110.468,0.911838,24414.854894,0.999064,0
full_production_autonomy,25.18,1007.2,1611.52,25895.877224,0.0,3934535.7,0.911908,24432.786304,0.999069,0
full_production_autonomy,25.2,1008.0,1612.8,25896.006651,0.0,3937960.932,0.911977,24450.717535,0.999074,0
full_production_autonomy,25.22,1008.8,1614.08,25896.136077,0.0,3941386.164,0.912046,24468.648586,0.999079,0
full_production_autonomy,25.24,1009.6,1615.36,25896.265504,0.0,3944811.396,0.912116,24486.579458,0.999084,0
full_production_autonomy,25.26,1010.4,1616.64,25896.39493,0.0,3948236.628,0.912185,24504.510151,0.999089,0
full_production_autonomy,25.28,1011.2,1617.92,25896.524357,0.0,3951661.86,0.912254,24522.440665,0.999094,0
full_production_autonomy,25.3,1012.0,1619.2,25896.653783,0.0,3955087.092,0.912323,24540.371,0.999099,0
full_production_autonomy,25.32,1012.8,1620.48,25896.78321,0.0,3958512.324,0.912392,24558.301155,0.999104,0
full_production_autonomy,25.34,1013.6,1621.76,25896.912636,0.0,3961937.556,0.91246,24576.231131,0.999109,0
full_production_autonomy,25.36,1014.4,1623.04,25897.042063,0.0,3965362.788,0.912529,24594.160928,0.999114,0
full_production_autonomy,25.38,1015.2,1624.32,25897.171489,0.0,3968788.02,0.912598,24612.090546,0.999119,0
full_production_autonomy,25.4,1016.0,1625.6,25897.300916,0.0,3972213.252,0.912666,24630.019984,0.999124,0
full_production_autonomy,25.42,1016.8,1626.88,25897.430342,0.0,3975638.484,0.912734,24647.949244,0.999129,0
full_production_autonomy,25.44,1017.6,1628.16,25897.559769,0.0,3979063.716,0.912803,24665.878324,0.999134,0
full_production_autonomy,25.46,1018.4,1629.44,25897.689195,0.0,3982488.948,0.912871,24683.807225,0.999139,0
full_production_autonomy,25.48,1019.2,1630.72,25897.818622,0.0,3985914.18,0.912939,24701.735946,0.999144,0
full_production_autonomy,25.5,1020.0,1632.0,25897.948048,0.0,3989339.412,0.913006,24719.664489,0.999149,0
full_production_autonomy,25.52,1020.8,1633.28,25898.077475,0.0,3992764.644,0.913074,24737.592852,0.999154,0
full_production_autonomy,25.54,1021.6,1634.56,25898.206901,0.0,3996189.876,0.913142,24755.521036,0.999159,0
full_production_autonomy,25.56,1022.4,1635.84,25898.336328,0.0,3999615.108,0.913209,24773.449041,0.999164,0
full_production_autonomy,25.58,1023.2,1637.12,25898.465754,0.0,4003040.34,0.913277,24791.376866,0.999169,0
full_production_autonomy,25.6,1024.0,1638.4,25898.595181,0.0,4006465.572,0.913344,24809.304513,0.999174,0
full_production_autonomy,25.62,1024.8,1639.68,25898.724607,0.0,4009890.804,0.913411,24827.23198,0.999179,0
full_production_autonomy,25.64,1025.6,1640.96,25898.854034,0.0,4013316.036,0.913479,24845.159268,0.999184,0
full_production_autonomy,25.66,1026.4,1642.24,25898.98346,0.0,4016741.268,0.913546,24863.086377,0.999189,0
full_production_autonomy,25.68,1027.2,1643.52,25899.112887,0.0,4020166.5,0.913613,24881.013307,0.999194,0
full_production_autonomy,25.7,1028.0,1644.8,25899.242313,0.0,4023591.732,0.913679,24898.940058,0.999199,0
full_production_autonomy,25.72,1028.8,1646.08,25899.37174,0.0,4027016.964,0.913746,24916.866629,0.999204,0
full_production_autonomy,25.74,1029.6,1647.36,25899.501166,0.0,4030442.196,0.913813,24934.793021,0.999209,0
full_production_autonomy,25.76,1030.4,1648.64,25899.630593,0.0,4033867.428,0.913879,24952.719234,0.999214,0
full_production_autonomy,25.78,1031.2,1649.92,25899.760019,0.0,4037292.66,0.913946,24970.645268,0.999219,0
full_production_autonomy,25.8,1032.0,1651.2,25899.889446,0.0,4040717.892,0.914012,24988.571123,0.999224,0
full_production_autonomy,25.82,1032.8,1652.48,25900.018872,0.0,4044143.124,0.914078,25006.496799,0.999229,0
full_production_autonomy,25.84,1033.6,1653.76,25900.148299,0.0,4047568.356,0.914144,25024.422295,0.999234,0
full_production_autonomy,25.86,1034.4,1655.04,25900.277725,0.0,4050993.588,0.91421,25042.347613,0.999239,0
full_production_autonomy,25.88,1035.2,1656.32,25900.407152,0.0,4054418.82,0.914276,25060.272751,0.999244,0
full_production_autonomy,25.9,1036.0,1657.6,25900.536578,0.0,4057844.052,0.914342,25078.19771,0.999249,0
full_production_autonomy,25.92,1036.8,1658.88,25900.666005,0.0,4061269.284,0.914408,25096.12249,0.999254,0
full_production_autonomy,25.94,1037.6,1660.16,25900.795431,0.0,4064694.516,0.914473,25114.04709,0.999259,0
full_production_autonomy,25.96,1038.4,1661.44,25900.924858,0.0,4068119.748,0.914539,25131.971512,0.999264,0
full_production_autonomy,25.98,1039.2,1662.72,25901.054284,0.0,4071544.98,0.914604,25149.895754,0.999269,0
full_production_autonomy,26.0,1040.0,1664.0,25901.183711,0.0,4074970.212,0.914669,25167.819818,0.999274,0
full_production_autonomy,26.02,1040.8,1665.28,25901.313137,0.0,4078395.444,0.914735,25185.743702,0.999279,0
full_production_autonomy,26.04,1041.6,1666.56,25901.442564,0.0,4081820.676,0.9148,25203.667407,0.999284,0
full_production_autonomy,26.06,1042.4,1667.84,25901.57199,0.0,4085245.908,0.914865,25221.590933,0.999289,0
full_production_autonomy,26.08,1043.2,1669.12,25901.701417,0.0,4088671.14,0.91493,25239.51428,0.999294,0
full_production_autonomy,26.1,1044.0,1670.4,25901.830843,0.0,4092096.372,0.914994,25257.437448,0.999299,0
full_production_autonomy,26.12,1044.8,1671.68,25901.96027,0.0,4095521.604,0.915059,25275.360436,0.999304,0
full_production_autonomy,26.14,1045.6,1672.96,25902.089696,0.0,4098946.836,0.915124,25293.283246,0.999309,0
full_production_autonomy,26.16,1046.4,1674.24,25902.219123,0.0,4102372.068,0.915188,25311.205876,0.999314,0
full_production_autonomy,26.18,1047.2,1675.52,25902.348549,0.0,4105797.3,0.915252,25329.128327,0.999319,0
full_production_autonomy,26.2,1048.0,1676.8,25902.477976,0.0,4109222.532,0.915317,25347.050599,0.999324,0
full_production_autonomy,26.22,1048.8,1678.08,25902.607402,0.0,4112647.764,0.915381,25364.972692,0.999329,0
full_production_autonomy,26.24,1049.6,1679.36,25902.736829,0.0,4116072.996,0.915445,25382.894606,0.999334,0
full_production_autonomy,26.26,1050.4,1680.64,25902.866255,0.0,4119498.228,0.915509,25400.816341,0.999339,0
full_production_autonomy,26.28,1051.2,1681.92,25902.995682,0.0,4122923.46,0.915573,25418.737897,0.999344,0
full_production_autonomy,26.3,1052.0,1683.2,25903.125108,0.0,4126348.692,0.915637,25436.659274,0.999349,0
full_production_autonomy,26.32,1052.8,1684.48,25903.254535,0.0,4129773.924,0.9157,25454.580471,0.999354,0
full_production_autonomy,26.34,1053.6,1685.76,25903.383961,0.0,4133199.156,0.915764,25472.50149,0.999359,0
full_production_autonomy,26.36,1054.4,1687.04,25903.513388,0.0,4136624.388,0.915828,25490.422329,0.999364,0
full_production_autonomy,26.38,1055.2,1688.32,25903.642814,0.0,4140049.62,0.915891,25508.342989,0.999369,0
full_production_autonomy,26.4,1056.0,1689.6,25903.772241,0.0,4143474.852,0.915954,25526.263471,0.999374,0
full_production_autonomy,26.42,1056.8,1690.88,25903.901667,0.0,4146900.084,0.916018,25544.183773,0.999379,0
full_production_autonomy,26.44,1057.6,1692.16,25904.031094,0.0,4150325.316,0.916081,25562.103896,0.999384,0
full_production_autonomy,26.46,1058.4,1693.44,25904.16052,0.0,4153750.548,0.916144,25580.02384,0.999389,0
full_production_autonomy,26.48,1059.2,1694.72,25904.289947,0.0,4157175.78,0.916207,25597.943605,0.999394,0
full_production_autonomy,26.5,1060.0,1696.0,25904.419373,0.0,4160601.012,0.91627,25615.863191,0.999399,0
full_production_autonomy,26.52,1060.8,1697.28,25904.5488,0.0,4164026.244,0.916332,25633.782598,0.999404,0
full_production_autonomy,26.54,1061.6,1698.56,25904.678227,0.0,4167451.476,0.916395,25651.701825,0.999409,0
full_production_autonomy,26.56,1062.4,1699.84,25904.807653,0.0,4170876.708,0.916458,25669.620874,0.999414,0
full_production_autonomy,26.58,1063.2,1701.12,25904.93708,0.0,4174301.94,0.91652,25687.539744,0.999419,0
full_production_autonomy,26.6,1064.0,1702.4,25905.066506,0.0,4177727.172,0.916582,25705.458434,0.999424,0
full_production_autonomy,26.62,1064.8,1703.68,25905.195933,0.0,4181152.404,0.916645,25723.376946,0.999429,0
full_production_autonomy,26.64,1065.6,1704.96,25905.325359,0.0,4184577.636,0.916707,25741.295278,0.999434,0
full_production_autonomy,26.66,1066.4,1706.24,25905.454786,0.0,4188002.868,0.916769,25759.213432,0.999439,0
full_production_autonomy,26.68,1067.2,1707.52,25905.584212,0.0,4191428.1,0.916831,25777.131406,0.999444,0
full_production_autonomy,26.7,1068.0,1708.8,25905.713639,0.0,4194853.332,0.916893,25795.049202,0.999449,0
full_production_autonomy,26.72,1068.8,1710.08,25905.843065,0.0,4198278.564,0.916955,25812.966818,0.999454,0
full_production_autonomy,26.74,1069.6,1711.36,25905.972492,0.0,4201703.796,0.917016,25830.884255,0.999459,0
full_production_autonomy,26.76,1070.4,1712.64,25906.101918,0.0,4205129.028,0.917078,25848.801514,0.999464,0
full_production_autonomy,26.78,1071.2,1713.92,25906.231345,0.0,4208554.26,0.91714,25866.718593,0.999469,0
full_production_autonomy,26.8,1072.0,1715.2,25906.360771,0.0,4211979.492,0.917201,25884.635493,0.999474,0
full_production_autonomy,26.82,1072.8,1716.48,25906.490198,0.0,4215404.724,0.917262,25902.552214,0.999479,0
full_production_autonomy,26.84,1073.6,1717.76,25906.619624,0.0,4218829.956,0.917324,25920.468757,0.999484,0
full_production_autonomy,26.86,1074.4,1719.04,25906.749051,0.0,4222255.188,0.917385,25938.38512,0.999489,0
full_production_autonomy,26.88,1075.2,1720.32,25906.878477,0.0,4225680.42,0.917446,25956.301304,0.999494,0
full_production_autonomy,26.9,1076.0,1721.6,25907.007904,0.0,4229105.652,0.917507,25974.217309,0.999499,0
full_production_autonomy,26.92,1076.8,1722.88,25907.13733,0.0,4232530.884,0.917568,25992.133135,0.999504,0
full_production_autonomy,26.94,1077.6,1724.16,25907.266757,0.0,4235956.116,0.917629,26010.048782,0.999509,0
full_production_autonomy,26.96,1078.4,1725.44,25907.396183,0.0,4239381.348,0.917689,26027.96425,0.999514,0
full_production_autonomy,26.98,1079.2,1726.72,25907.52561,0.0,4242806.58,0.91775,26045.879539,0.999519,0
full_production_autonomy,27.0,1080.0,1728.0,25907.655036,0.0,4246231.812,0.91781,26063.79465,0.999524,0
full_production_autonomy,27.02,1080.8,1729.28,25907.784463,0.0,4249657.044,0.917871,26081.709581,0.999529,0
full_production_autonomy,27.04,1081.6,1730.56,25907.913889,0.0,4253082.276,0.917931,26099.624333,0.999534,0
full_production_autonomy,27.06,1082.4,1731.84,25908.043316,0.0,4256507.508,0.917992,26117.538906,0.999539,0
full_production_autonomy,27.08,1083.2,1733.12,25908.172742,0.0,4259932.74,0.918052,26135.4533,0.999544,0
full_production_autonomy,27.1,1084.0,1734.4,25908.302169,0.0,4263357.972,0.918112,26153.367515,0.999549,0
full_production_autonomy,27.12,1084.8,1735.68,25908.431595,0.0,4266783.204,0.918172,26171.281552,0.999554,0
full_production_autonomy,27.14,1085.6,1736.96,25908.561022,0.0,4270208.436,0.918232,26189.195409,0.999559,0
full_production_autonomy,27.16,1086.4,1738.24,25908.690448,0.0,4273633.668,0.918292,26207.109087,0.999564,0
full_production_autonomy,27.18,1087.2,1739.52,25908.819875,0.0,4277058.9,0.918351,26225.022586,0.999569,0
full_production_autonomy,27.2,1088.0,1740.8,25908.949301,0.0,4280484.132,0.918411,26242.935907,0.999574,0
full_production_autonomy,27.22,1088.8,1742.08,25909.078728,0.0,4283909.364,0.91847,26260.849048,0.999579,0
full_production_autonomy,27.24,1089.6,1743.36,25909.208154,0.0,4287334.596,0.91853,26278.76201,0.999584,0
full_production_autonomy,27.26,1090.4,1744.64,25909.337581,0.0,4290759.828,0.918589,26296.674794,0.999589,0
full_production_autonomy,27.28,1091.2,1745.92,25909.467007,0.0,4294185.06,0.918649,26314.587398,0.999594,0
full_production_autonomy,27.3,1092.0,1747.2,25909.596434,0.0,4297610.292,0.918708,26332.499824,0.999599,0
full_production_autonomy,27.32,1092.8,1748.48,25909.72586,0.0,4301035.524,0.918767,26350.41207,0.999604,0
full_production_autonomy,27.34,1093.6,1749.76,25909.855287,0.0,4304460.756,0.918826,26368.324138,0.999609,0
full_production_autonomy,27.36,1094.4,1751.04,25909.984713,0.0,4307885.988,0.918885,26386.236026,0.999614,0
full_production_autonomy,27.38,1095.2,1752.32,25910.11414,0.0,4311311.22,0.918944,26404.147736,0.999619,0
full_production_autonomy,27.4,1096.0,1753.6,25910.243566,0.0,4314736.452,0.919003,26422.059267,0.999624,0
full_production_autonomy,27.42,1096.8,1754.88,25910.372993,0.0,4318161.684,0.919061,26439.970618,0.999629,0
full_production_autonomy,27.44,1097.6,1756.16,25910.502419,0.0,4321586.916,0.91912,26457.881791,0.999634,0
full_production_autonomy,27.46,1098.4,1757.44,25910.631846,0.0,4325012.148,0.919178,26475.792785,0.999639,0
full_production_autonomy,27.48,1099.2,1758.72,25910.761272,0.0,4328437.38,0.919237,26493.7036,0.999644,0
full_production_autonomy,27.5,1100.0,1760.0,25910.890699,0.0,4331862.612,0.919295,26511.614236,0.999649,0
full_production_autonomy,27.52,1100.8,1761.28,25911.020125,0.0,4335287.844,0.919354,26529.524693,0.999654,0
full_production_autonomy,27.54,1101.6,1762.56,25911.149552,0.0,4338713.076,0.919412,26547.434971,0.999659,0
full_production_autonomy,27.56,1102.4,1763.84,25911.278978,0.0,4342138.308,0.91947,26565.345071,0.999664,0
full_production_autonomy,27.58,1103.2,1765.12,25911.408405,0.0,4345563.54,0.919528,26583.254991,0.999669,0
full_production_autonomy,27.6,1104.0,1766.4,25911.537831,0.0,4348988.772,0.919586,26601.164732,0.999674,0
full_production_autonomy,27.62,1104.8,1767.68,25911.667258,0.0,4352414.004,0.919644,26619.074295,0.999679,0
full_production_autonomy,27.64,1105.6,1768.96,25911.796684,0.0,4355839.236,0.919701,26636.983679,0.999684,0
full_production_autonomy,27.66,1106.4,1770.24,25911.926111,0.0,4359264.468,0.919759,26654.892883,0.999689,0
full_production_autonomy,27.68,1107.2,1771.52,25912.055537,0.0,4362689.7,0.919817,26672.801909,0.999694,0
full_production_autonomy,27.7,1108.0,1772.8,25912.184964,0.0,4366114.932,0.919874,26690.710756,0.999698,0
full_production_autonomy,27.72,1108.8,1774.08,25912.31439,0.0,4369540.164,0.919932,26708.619424,0.999703,0
full_production_autonomy,27.74,1109.6,1775.36,25912.443817,0.0,4372965.396,0.919989,26726.527913,0.999708,0
full_production_autonomy,27.76,1110.4,1776.64,25912.573243,0.0,4376390.628,0.920046,26744.436223,0.999713,0
full_production_autonomy,27.78,1111.2,1777.92,25912.70267,0.0,4379815.86,0.920103,26762.344354,0.999718,0
full_production_autonomy,27.8,1112.0,1779.2,25912.832096,0.0,4383241.092,0.920161,26780.252307,0.999723,0
full_production_autonomy,27.82,1112.8,1780.48,25912.961523,0.0,4386666.324,0.920218,26798.16008,0.999728,0
full_production_autonomy,27.84,1113.6,1781.76,25913.090949,0.0,4390091.556,0.920275,26816.067675,0.999733,0
full_production_autonomy,27.86,1114.4,1783.04,25913.220376,0.0,4393516.788,0.920331,26833.975091,0.999738,0
full_production_autonomy,27.88,1115.2,1784.32,25913.349802,0.0,4396942.02,0.920388,26851.882328,0.999743,0
full_production_autonomy,27.9,1116.0,1785.6,25913.479229,0.0,4400367.252,0.920445,26869.789386,0.999748,0
full_production_autonomy,27.92,1116.8,1786.88,25913.608655,0.0,4403792.484,0.920501,26887.696265,0.999753,0
full_production_autonomy,27.94,1117.6,1788.16,25913.738082,0.0,4407217.716,0.920558,26905.602965,0.999758,0
full_production_autonomy,27.96,1118.4,1789.44,25913.867508,0.0,4410642.948,0.920614,26923.509486,0.999763,0
full_production_autonomy,27.98,1119.2,1790.72,25913.996935,0.0,4414068.18,0.920671,26941.415829,0.999768,0
full_production_autonomy,28.0,1120.0,1792.0,25914.126361,0.0,4417493.412,0.920727,26959.321992,0.999773,0
full_production_autonomy,28.02,1120.8,1793.28,25914.255788,0.0,4420918.644,0.920783,26977.227977,0.999778,0
full_production_autonomy,28.04,1121.6,1794.56,25914.385214,0.0,4424343.876,0.920839,26995.133783,0.999783,0
full_production_autonomy,28.06,1122.4,1795.84,25914.514641,0.0,4427769.108,0.920896,27013.03941,0.999788,0
full_production_autonomy,28.08,1123.2,1797.12,25914.644067,0.0,4431194.34,0.920951,27030.944858,0.999793,0
full_production_autonomy,28.1,1124.0,1798.4,25914.773494,0.0,4434619.572,0.921007,27048.850128,0.999798,0
full_production_autonomy,28.12,1124.8,1799.68,25914.90292,0.0,4438044.804,0.921063,27066.755218,0.999803,0
full_production_autonomy,28.14,1125.6,1800.96,25915.032347,0.0,4441470.036,0.921119,27084.66013,0.999808,0
full_production_autonomy,28.16,1126.4,1802.24,25915.161773,0.0,4444895.268,0.921175,27102.564863,0.999813,0
full_production_autonomy,28.18,1127.2,1803.52,25915.2912,0.0,4448320.5,0.92123,27120.469417,0.999818,0
full_production_autonomy,28.2,1128.0,1804.8,25915.420627,0.0,4451745.732,0.921286,27138.373792,0.999823,0
full_production_autonomy,28.22,1128.8,1806.08,25915.550053,0.0,4455170.964,0.921341,27156.277988,0.999828,0
full_production_autonomy,28.24,1129.6,1807.36,25915.67948,0.0,4458596.196,0.921396,27174.182005,0.999833,0
full_production_autonomy,28.26,1130.4,1808.64,25915.808906,0.0,4462021.428,0.921452,27192.085844,0.999838,0
full_production_autonomy,28.28,1131.2,1809.92,25915.938333,0.0,4465446.66,0.921507,27209.989504,0.999843,0
full_production_autonomy,28.3,1132.0,1811.2,25916.067759,0.0,4468871.892,0.921562,27227.892985,0.999848,0
full_production_autonomy,28.32,1132.8,1812.48,25916.197186,0.0,4472297.124,0.921617,27245.796287,0.999853,0
full_production_autonomy,28.34,1133.6,1813.76,25916.326612,0.0,4475722.356,0.921672,27263.69941,0.999858,0
full_production_autonomy,28.36,1134.4,1815.04,25916.456039,0.0,4479147.588,0.921727,27281.602355,0.999863,0
full_production_autonomy,28.38,1135.2,1816.32,25916.585465,0.0,4482572.82,0.921782,27299.505121,0.999868,0
full_production_autonomy,28.4,1136.0,1817.6,25916.714892,0.0,4485998.052,0.921836,27317.407708,0.999873,0
full_production_autonomy,28.42,1136.8,1818.88,25916.844318,0.0,4489423.284,0.921891,27335.310116,0.999878,0
full_production_autonomy,28.44,1137.6,1820.16,25916.973745,0.0,4492848.516,0.921945,27353.212345,0.999883,0
full_production_autonomy,28.46,1138.4,1821.44,25917.103171,0.0,4496273.748,0.922,27371.114395,0.999888,0
full_production_autonomy,28.48,1139.2,1822.72,25917.232598,0.0,4499698.98,0.922054,27389.016267,0.999893,0
full_production_autonomy,28.5,1140.0,1824.0,25917.362024,0.0,4503124.212,0.922109,27406.91796,0.999898,0
full_production_autonomy,28.52,1140.8,1825.28,25917.491451,0.0,4506549.444,0.922163,27424.819474,0.999903,0
full_production_autonomy,28.54,1141.6,1826.56,25917.620877,0.0,4509974.676,0.922217,27442.720809,0.999908,0
full_production_autonomy,28.56,1142.4,1827.84,25917.750304,0.0,4513399.908,0.922271,27460.621966,0.999913,0
full_production_autonomy,28.58,1143.2,1829.12,25917.87973,0.0,4516825.14,0.922325,27478.522944,0.999918,0
full_production_autonomy,28.6,1144.0,1830.4,25918.009157,0.0,4520250.372,0.922379,27496.423743,0.999923,0
full_production_autonomy,28.62,1144.8,1831.68,25918.138583,0.0,4523675.604,0.922433,27514.324363,0.999928,0
full_production_autonomy,28.64,1145.6,1832.96,25918.26801,0.0,4527100.836,0.922487,27532.224804,0.999933,0
full_production_autonomy,28.66,1146.4,1834.24,25918.397436,0.0,4530526.068,0.922541,27550.125067,0.999938,0
full_production_autonomy,28.68,1147.2,1835.52,25918.526863,0.0,4533951.3,0.922594,27568.025151,0.999943,0
full_production_autonomy,28.7,1148.0,1836.8,25918.656289,0.0,4537376.532,0.922648,27585.925056,0.999948,0
full_production_autonomy,28.72,1148.8,1838.08,25918.785716,0.0,4540801.764,0.922701,27603.824782,0.999953,0
